sampleID	
b1_extraction_blank	
b1_extraction_blank_20200728212249	
b1_extraction_blank_20200728233243	
b2_extraction_blank_b2_01	
b2_extraction_blank_b2_02	
b2_extraction_blank_b2_03	
b3_extraction_blank_b3_01	
b3_extraction_blank_b3_02	
b3_extraction_blank_b3_03	
b4_extraction_blank_b4_01	
b4_extraction_blank_b4_02	
b4_extraction_blank_b4_03	
b5_extraction_blank_b5_01	
b5_extraction_blank_b5_02	
b5_extraction_blank_b5_03	
b6_extraction_blank_b6_01	
b6_extraction_blank_b6_02	
b6_extraction_blank_b6_03	
b1_pool_pd1074	
b1_pool_pd1074_20200729051024	
b2_pool_pd1074_b2_01	
b2_pool_pd1074_b2_02	
b3_pool_pd1074_b3_01	
b3_pool_pd1074_b3_02	
b4_pool_pd1074_b4_01	
b4_pool_pd1074_b4_02	
b5_pool_pd1074_b5_01	
b5_pool_pd1074_b5_02	
b6_pool_pd1074_b6_01	
b6_pool_pd1074_b6_02	
b1_aos_122	
b1_aos_127	
b1_aos_129	
b1_aos_142	
b1_aos_145	
b1_aos_149	
b1_aos_25	
b1_aos_27	
b1_aos_32	
b1_aos_43	
b1_aos_46	
b1_aos_48	
b1_aos_50	
b1_aos_54	
b1_aos_58	
b1_aos_65	
b1_aos_67	
b1_aos_76	
b1_aos_78	
b1_batch1_pool	
b1_batch1_pool_20200728231942	
b1_batch1_pool_20200729020831	
b1_batch1_pool_20200729043121	
b1_library_std	
b1_metasci_std_polar	
b1_pool_mutant	
b1_pool_mutant_20200729045723	
b1_pool_natural	
b1_pool_natural_20200729044422	
b1_pool_solera	
b1_pool_solera_20200728230641	
b1_pool_solera_20200729015530	
b1_pool_solera_20200729041821	
b2_aos_102	
b2_aos_103	
b2_aos_106	
b2_aos_107	
b2_aos_108	
b2_aos_124	
b2_aos_130	
b2_aos_165	
b2_aos_167	
b2_aos_170	
b2_aos_173	
b2_aos_174	
b2_aos_175	
b2_aos_188	
b2_aos_192	
b2_aos_199	
b2_aos_200	
b2_aos_53	
b2_aos_56	
b2_batch2_pool_b2_01	
b2_batch2_pool_b2_02	
b2_batch2_pool_b2_03	
b2_batch2_pool_b2_04	
b2_batch2_pool_b2_05_post_acquirex	
b2_library_std_b2	
b2_metasci_std_polar_b2	
b2_pool_mutant_b2_01	
b2_pool_mutant_b2_02	
b2_pool_natural_b2_01	
b2_pool_natural_b2_02	
b2_pool_solera_b2_01	
b2_pool_solera_b2_02	
b2_pool_solera_b2_03	
b2_pool_solera_b2_04	
b3_aos_184	
b3_aos_185	
b3_aos_27	
b3_aos_28	
b3_aos_35	
b3_aos_36	
b3_aos_37	
b3_aos_38	
b3_aos_40	
b3_aos_42	
b3_aos_43	
b3_aos_54	
b3_aos_71	
b3_aos_74	
b3_aos_78	
b3_aos_86	
b3_aos_90	
b3_aos_98	
b3_aos_99	
b3_batch3_pool_b3_01	
b3_batch3_pool_b3_02	
b3_batch3_pool_b3_03	
b3_batch3_pool_b3_04	
b3_library_std_b3_01	
b3_metasci_std_polar_b3_01	
b3_pool_mutant_b3_01	
b3_pool_mutant_b3_02	
b3_pool_solera_b3_01	
b3_pool_solera_b3_02	
b3_pool_solera_b3_03	
b3_pool_solera_b3_04	
b4_aos_100	
b4_aos_107	
b4_aos_109	
b4_aos_111	
b4_aos_116	
b4_aos_124	
b4_aos_125	
b4_aos_134	
b4_aos_140	
b4_aos_171	
b4_aos_180	
b4_aos_73	
b4_aos_81	
b4_aos_82	
b4_aos_84	
b4_aos_87	
b4_aos_92	
b4_aos_93	
b4_aos_95	
b4_aos_96	
b4_batch4_pool_b4_01	
b4_batch4_pool_b4_02	
b4_batch4_pool_b4_03	
b4_batch4_pool_b4_04	
b4_library_std_b4_01	
b4_metasci_std_polar_b4_01	
b4_pool_mutant_b4_01	
b4_pool_mutant_b4_02	
b4_pool_solera_b4_01	
b4_pool_solera_b4_02	
b4_pool_solera_b4_03	
b4_pool_solera_b4_04	
b5_aos_179	
b5_aos_181	
b5_aos_187	
b5_aos_196	
b5_aos_26	
b5_aos_33	
b5_aos_39	
b5_aos_41	
b5_aos_43	
b5_aos_45	
b5_aos_47	
b5_aos_49	
b5_aos_51	
b5_aos_54	
b5_aos_66	
b5_aos_70	
b5_aos_75	
b5_aos_78	
b5_aos_79	
b5_aos_83	
b5_aos_87	
b5_aos_91	
b5_batch5_pool_b5_01	
b5_batch5_pool_b5_02	
b5_batch5_pool_b5_03	
b5_batch5_pool_b5_04	
b5_library_std_b5_01	
b5_metasci_std_polar_b5_01	
b5_pool_mutant_b5_01	
b5_pool_mutant_b5_02	
b5_pool_solera_b5_01	
b5_pool_solera_b5_02	
b5_pool_solera_b5_03	
b5_pool_solera_b5_04	
b6_aos_101	
b6_aos_102	
b6_aos_105	
b6_aos_107	
b6_aos_114	
b6_aos_118	
b6_aos_120	
b6_aos_133	
b6_aos_135	
b6_aos_140	
b6_aos_166	
b6_aos_167	
b6_aos_169	
b6_aos_186	
b6_aos_188	
b6_aos_193	
b6_aos_198	
b6_aos_85	
b6_aos_88	
b6_aos_90	
b6_aos_94	
b6_batch6_pool_b6_01	
b6_batch6_pool_b6_02	
b6_batch6_pool_b6_03	
b6_batch6_pool_b6_04	
b6_library_std_b6_01	
b6_metasci_std_polar_b6_01	
b6_pool_mutant_b6_01	
b6_pool_mutant_b6_02	
b6_pool_solera_b6_01	
b6_pool_solera_b6_02	
b6_pool_solera_b6_03	
b6_pool_solera_b6_04	
